nome_regione,ufficio_giudiziario,distretto,tipologia_procedura,provvedimento,procedura_rg
Lazio,Tribunale,Latina,Misure di Prevenzione,Confisca def.,12/2010
Lazio,Tribunale,Latina,Misure di Prevenzione,Confisca def.,13/2010
Lazio,Tribunale,Latina,Misure di Prevenzione,Confisca def.,16/2013
Lazio,Tribunale,Latina,Misure di Prevenzione,Confisca def.,18/2013
Lazio,Tribunale,Latina,Misure di Prevenzione,Confisca def.,25/2010
Lazio,Tribunale,Latina,Misure di Prevenzione,Confisca def.,29/2011
Lazio,Tribunale,Latina,Misure di Prevenzione,Confisca def.,31/2010
Lazio,Tribunale,Latina,Misure di Prevenzione,Confisca def.,33/2014
Lazio,Tribunale,Latina,Misure di Prevenzione,Confisca def.,34/2010
Lazio,Tribunale,Latina,Misure di Prevenzione,Confisca def.,34/2012
Lazio,Tribunale,Latina,Misure di Prevenzione,Confisca def.,36/2011
Lazio,Tribunale,Latina,Misure di Prevenzione,Confisca def.,39/2008
Lazio,Tribunale,Latina,Misure di Prevenzione,Confisca def.,39/2013
Lazio,Tribunale,Latina,Misure di Prevenzione,Confisca def.,4/2013
Lazio,Tribunale,Latina,Misure di Prevenzione,Confisca def.,44/2010
Lazio,Tribunale,Latina,Misure di Prevenzione,Confisca def.,45/2010
Lazio,Tribunale,Latina,Misure di Prevenzione,Confisca def.,51/2010
Lazio,Tribunale,Latina,Misure di Prevenzione,Confisca def.,52/2010
Lazio,Tribunale,Latina,Misure di Prevenzione,Confisca def.,55/2010
Lazio,Tribunale,Latina,Misure di Prevenzione,Confisca def.,59/2007
Lazio,Tribunale,Latina,Misure di Prevenzione,Confisca def.,9/2011
Lazio,Tribunale,Latina,Misure di Prevenzione,Confisca def.,9/2012
Lazio,Tribunale,Latina,Misure di Prevenzione,Revoca Conf.,27/2015
Lazio,Tribunale,Latina,Misure di Prevenzione,Revoca Conf. parziale,15/2013
Lazio,Tribunale,Latina,Misure di Prevenzione,Revoca Conf. parziale,27/2008
Lazio,Tribunale,Latina,Misure di Prevenzione,Revoca Conf. parziale,31/2013
Lazio,Tribunale,Latina,Misure di Prevenzione,Revoca Conf. parziale,33/2012
Lazio,Corte di Appello,Roma,Procedimento Penale,Confisca def.,34278/1995
Lazio,Corte di Cassazione,Roma,Misure di Prevenzione,Confisca def.,1/2000
Lazio,Corte di Cassazione,Roma,Procedimento Penale,Confisca def.,1/2008
Lazio,Corte di Cassazione,Roma,Procedimento Penale,Confisca def.,1/2010
Lazio,Procura della Repubblica,Roma,Procedimento Penale,Confisca I,13811/2013
Lazio,Procura della Repubblica,Roma,Procedimento Penale,Confisca I,15436/2013
Lazio,Procura della Repubblica,Roma,Procedimento Penale,Confisca I,54097/2017
Lazio,Procura della Repubblica,Roma,Procedimento Penale,Confisca I,54911/2012
Lazio,Procura della Repubblica,Roma,Procedimento Penale,Confisca II,29934/2010
Lazio,Procura della Repubblica,Roma,Procedimento Penale,Confisca II,44953/2009
Lazio,Procura della Repubblica,Roma,Procedimento Penale,Confisca def.,13058/2011
Lazio,Procura della Repubblica,Roma,Procedimento Penale,Confisca def.,13147/2012
Lazio,Procura della Repubblica,Roma,Procedimento Penale,Confisca def.,15182/1999
Lazio,Procura della Repubblica,Roma,Procedimento Penale,Confisca def.,16168/2017
Lazio,Procura della Repubblica,Roma,Procedimento Penale,Confisca def.,17103/2019
Lazio,Procura della Repubblica,Roma,Procedimento Penale,Confisca def.,18112/2010
Lazio,Procura della Repubblica,Roma,Procedimento Penale,Confisca def.,23533/2010
Lazio,Procura della Repubblica,Roma,Procedimento Penale,Confisca def.,26828/2006
Lazio,Procura della Repubblica,Roma,Procedimento Penale,Confisca def.,26889/2010
Lazio,Procura della Repubblica,Roma,Procedimento Penale,Confisca def.,27880/2008
Lazio,Procura della Repubblica,Roma,Procedimento Penale,Confisca def.,3/2004
Lazio,Procura della Repubblica,Roma,Procedimento Penale,Confisca def.,31328/2011
Lazio,Procura della Repubblica,Roma,Procedimento Penale,Confisca def.,33025/2005
Lazio,Procura della Repubblica,Roma,Procedimento Penale,Confisca def.,33186/2007
Lazio,Procura della Repubblica,Roma,Procedimento Penale,Confisca def.,3327/2001
Lazio,Procura della Repubblica,Roma,Procedimento Penale,Confisca def.,34434/2006
Lazio,Procura della Repubblica,Roma,Procedimento Penale,Confisca def.,36076/2009
Lazio,Procura della Repubblica,Roma,Procedimento Penale,Confisca def.,37295/2013
Lazio,Procura della Repubblica,Roma,Procedimento Penale,Confisca def.,37543/2010
Lazio,Procura della Repubblica,Roma,Procedimento Penale,Confisca def.,38700/2010
Lazio,Procura della Repubblica,Roma,Procedimento Penale,Confisca def.,4483/2008
Lazio,Procura della Repubblica,Roma,Procedimento Penale,Confisca def.,45202/2003
Lazio,Procura della Repubblica,Roma,Procedimento Penale,Confisca def.,45599/2002
Lazio,Procura della Repubblica,Roma,Procedimento Penale,Confisca def.,46479/2007
Lazio,Procura della Repubblica,Roma,Procedimento Penale,Confisca def.,47479/2011
Lazio,Procura della Repubblica,Roma,Procedimento Penale,Confisca def.,4767/2012
Lazio,Procura della Repubblica,Roma,Procedimento Penale,Confisca def.,48618/2010
Lazio,Procura della Repubblica,Roma,Procedimento Penale,Confisca def.,50033/2004
Lazio,Procura della Repubblica,Roma,Procedimento Penale,Confisca def.,51368/2011
Lazio,Procura della Repubblica,Roma,Procedimento Penale,Confisca def.,51431/2000
Lazio,Procura della Repubblica,Roma,Procedimento Penale,Confisca def.,56293/2014
Lazio,Procura della Repubblica,Roma,Procedimento Penale,Confisca def.,56486/2012
Lazio,Procura della Repubblica,Roma,Procedimento Penale,Confisca def.,58405/2007
Lazio,Procura della Repubblica,Roma,Procedimento Penale,Confisca def.,58880/2012
Lazio,Procura della Repubblica,Roma,Procedimento Penale,Confisca def.,5931/2010
Lazio,Procura della Repubblica,Roma,Procedimento Penale,Confisca def.,6190/2008
Lazio,Procura della Repubblica,Roma,Procedimento Penale,Confisca def.,6452/2008
Lazio,Procura della Repubblica,Roma,Procedimento Penale,Confisca def.,78582/2000
Lazio,Procura della Repubblica,Roma,Procedimento Penale,Confisca def.,7920/2011
Lazio,Procura della Repubblica,Roma,Procedimento Penale,Confisca def.,8628/2011
Lazio,Procura della Repubblica,Roma,Procedimento Penale,Confisca def.,9010/2003
Lazio,Procura della Repubblica,Roma,Procedimento Penale,Confisca def.,9281/2008
Lazio,Procura della Repubblica,Roma,Procedimento Penale,Revoca Conf. parziale,13188/2007
Lazio,Procura della Repubblica,Roma,Procedimento Penale,Revoca Conf. parziale,18932/2005
Lazio,Procura della Repubblica,Roma,Procedimento Penale,Revoca Seq.,13944/2014
Lazio,Procura della Repubblica,Roma,Procedimento Penale,Sequestro,9323/2007
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca I,1/2015
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca I,183/2014
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca I,206/2014
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca I,33/2014
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca I,84/2015
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca I,91/2014
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca II,102/2016
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca II,108/2015
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca II,193/2014
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca II,194/2014
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca II,43/2013
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca II,75/2015
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,100/2012
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,101/2003
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,107/2013
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,118/2016
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,124/2011
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,124/2015
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,126/2010
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,126/2013
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,132/2013
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,133/2014
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,134/2005
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,134/2007
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,138/2014
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,15/2013
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,150/2016
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,158/2009
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,159/2009
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,159/2011
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,18/2013
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,18/2016
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,181/2014
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,186/2001
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,193/2002
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,194/2016
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,195/2016
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,197/2011
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,198/2011
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,2/2014
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,2/2016
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,20/2013
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,207/2014
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,212/2014
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,23/2003
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,23/2015
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,235/2013
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,248/2013
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,249/2013
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,25/2002
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,252/2013
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,257/2013
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,26/2007
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,28/2010
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,3/2014
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,30/2013
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,30/2015
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,32/2014
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,334/2009
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,344/2009
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,35/2000
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,35/2011
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,36/2013
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,36/2015
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,41/2012
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,43/2009
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,44/2011
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,48/2016
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,49/2009
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,50/2009
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,57/2014
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,57/2015
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,58/1994
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,6/2017
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,60/2015
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,62/2012
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,63/2012
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,65/2015
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,69/2015
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,72/1998
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,75/2013
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,76/2010
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,84/2010
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,89/2010
Lazio,Tribunale,Roma,Misure di Prevenzione,Confisca def.,98/2008
Lazio,Tribunale,Roma,Misure di Prevenzione,Revoca Conf.,1/2014
Lazio,Tribunale,Roma,Misure di Prevenzione,Revoca Conf.,120/2011
Lazio,Tribunale,Roma,Misure di Prevenzione,Revoca Conf.,159/2014
Lazio,Tribunale,Roma,Misure di Prevenzione,Revoca Conf.,166/2010
Lazio,Tribunale,Roma,Misure di Prevenzione,Revoca Conf.,168/2016
Lazio,Tribunale,Roma,Misure di Prevenzione,Revoca Conf.,197/2013
Lazio,Tribunale,Roma,Misure di Prevenzione,Revoca Conf.,293/2008
Lazio,Tribunale,Roma,Misure di Prevenzione,Revoca Conf.,72/2014
Lazio,Tribunale,Roma,Misure di Prevenzione,Revoca Conf. parziale,132/2016
Lazio,Tribunale,Roma,Misure di Prevenzione,Revoca Conf. parziale,268/2008
Lazio,Tribunale,Roma,Misure di Prevenzione,Revoca Conf. parziale,27/2002
Lazio,Tribunale,Roma,Misure di Prevenzione,Revoca Conf. parziale,29/2014
Lazio,Tribunale,Roma,Misure di Prevenzione,Revoca Conf. parziale,5/2014
Lazio,Tribunale,Roma,Misure di Prevenzione,Revoca Conf. parziale,73/2014
Lazio,Tribunale,Roma,Misure di Prevenzione,Revoca Conf. parziale,92/2014
Lazio,Tribunale,Roma,Misure di Prevenzione,Revoca Seq.,2/2015
Lazio,Tribunale,Roma,Misure di Prevenzione,Revoca Sequ. parziale,196/2014
Lazio,Tribunale,Roma,Misure di Prevenzione,Revoca Sequ. parziale,250/2013
Lazio,Tribunale,Roma,Misure di Prevenzione,Sequestro,136/2014
Liguria,Corte di Appello,Genova,Misure di Prevenzione,Confisca def.,1/2005
Liguria,Corte di Appello,Genova,Misure di Prevenzione,Confisca def.,604/2010
Liguria,Corte di Appello,Genova,Procedimento Penale,Confisca def.,1/2006
Liguria,Corte di Appello,Genova,Procedimento Penale,Confisca def.,1/2008
Liguria,Corte di Appello,Genova,Procedimento Penale,Confisca def.,1109/1992
Liguria,Procura della Repubblica,Genova,Procedimento Penale,Confisca def.,1/2006
Liguria,Procura della Repubblica,Genova,Procedimento Penale,Confisca def.,10639/2015
Liguria,Procura della Repubblica,Genova,Procedimento Penale,Confisca def.,12073/2013
Liguria,Procura della Repubblica,Genova,Procedimento Penale,Confisca def.,13541/2007
Liguria,Procura della Repubblica,Genova,Procedimento Penale,Confisca def.,13725/2004
Liguria,Procura della Repubblica,Genova,Procedimento Penale,Confisca def.,14957/2015
Liguria,Procura della Repubblica,Genova,Procedimento Penale,Confisca def.,5122/2013
Liguria,Procura della Repubblica,Genova,Procedimento Penale,Confisca def.,5214/2013
Liguria,Procura della Repubblica,Genova,Procedimento Penale,Confisca def.,6571/2010
Liguria,Procura della Repubblica,Genova,Procedimento Penale,Confisca def.,8798/2010
Liguria,Procura della Repubblica,Genova,Procedimento Penale,Revoca Conf.,718/2006
Liguria,Procura della Repubblica,Genova,Procedimento Penale,Revoca Conf. parziale,16232/2012
Liguria,Tribunale,Genova,Misure di Prevenzione,Confisca I,10/2017
Liguria,Tribunale,Genova,Misure di Prevenzione,Confisca I,20/2016
Liguria,Tribunale,Genova,Misure di Prevenzione,Confisca I,22/2019
Liguria,Tribunale,Genova,Misure di Prevenzione,Confisca I,25/2016
Liguria,Tribunale,Genova,Misure di Prevenzione,Confisca I,5/2017
Liguria,Tribunale,Genova,Misure di Prevenzione,Confisca I,7/2017
Liguria,Tribunale,Genova,Misure di Prevenzione,Confisca def.,1/2014
Liguria,Tribunale,Genova,Misure di Prevenzione,Confisca def.,10/2018
Liguria,Tribunale,Genova,Misure di Prevenzione,Confisca def.,14/2014
Liguria,Tribunale,Genova,Misure di Prevenzione,Confisca def.,15/2015
Liguria,Tribunale,Genova,Misure di Prevenzione,Confisca def.,17/2015
Liguria,Tribunale,Genova,Misure di Prevenzione,Confisca def.,21/2016
Liguria,Tribunale,Genova,Misure di Prevenzione,Confisca def.,23/2016
Liguria,Tribunale,Genova,Misure di Prevenzione,Confisca def.,24/2016
Liguria,Tribunale,Genova,Misure di Prevenzione,Confisca def.,27/2016
Liguria,Tribunale,Genova,Misure di Prevenzione,Confisca def.,28/2013
Liguria,Tribunale,Genova,Misure di Prevenzione,Confisca def.,29/2016
Liguria,Tribunale,Genova,Misure di Prevenzione,Confisca def.,3/2013
Liguria,Tribunale,Genova,Misure di Prevenzione,Confisca def.,32/2018
Liguria,Tribunale,Genova,Misure di Prevenzione,Revoca Conf.,3/2017
Liguria,Tribunale,Genova,Misure di Prevenzione,Revoca Conf. parziale,11/2009
Liguria,Tribunale,Genova,Misure di Prevenzione,Revoca Conf. parziale,17/2016
Liguria,Tribunale,Genova,Misure di Prevenzione,Revoca Conf. parziale,19/2016
Liguria,Tribunale,Genova,Misure di Prevenzione,Revoca Conf. parziale,22/2016
Liguria,Tribunale,Genova,Misure di Prevenzione,Revoca Conf. parziale,26/2016
Liguria,Procura della Repubblica,Imperia,Procedimento Penale,Revoca Conf.,9028/2010
Liguria,Tribunale,Imperia,Misure di Prevenzione,Confisca def.,10/2007
Liguria,Tribunale,Imperia,Misure di Prevenzione,Confisca def.,11/2011
Liguria,Tribunale,Imperia,Misure di Prevenzione,Confisca def.,13/2011
Liguria,Tribunale,Imperia,Misure di Prevenzione,Confisca def.,26/2015
Liguria,Tribunale,Imperia,Misure di Prevenzione,Confisca def.,30/2005
Liguria,Tribunale,Imperia,Misure di Prevenzione,Confisca def.,5/2003
Liguria,Tribunale,Imperia,Misure di Prevenzione,Revoca Conf.,6/2017
Liguria,Procura della Repubblica,La Spezia,Procedimento Penale,Confisca I,1313/2010
Liguria,Tribunale,La Spezia,Misure di Prevenzione,Confisca I,2/2015
Liguria,Tribunale,La Spezia,Misure di Prevenzione,Confisca def.,1/2010
Liguria,Tribunale,La Spezia,Misure di Prevenzione,Confisca def.,1/2012
Liguria,Tribunale,La Spezia,Misure di Prevenzione,Confisca def.,13/2016
Liguria,Procura della Repubblica,Savona,Procedimento Penale,Confisca def.,4453/2014
Liguria,Procura della Repubblica,Savona,Procedimento Penale,Confisca def.,5512/2014
Liguria,Tribunale,Savona,Misure di Prevenzione,Confisca I,9/2014
Liguria,Tribunale,Savona,Misure di Prevenzione,Confisca def.,1/2006
Liguria,Tribunale,Savona,Misure di Prevenzione,Confisca def.,10/2013
Liguria,Tribunale,Savona,Misure di Prevenzione,Confisca def.,13/2013
Liguria,Tribunale,Savona,Misure di Prevenzione,Confisca def.,5/2015
Liguria,Tribunale,Savona,Misure di Prevenzione,Confisca def.,8/2012
Liguria,Tribunale,Savona,Misure di Prevenzione,Revoca Conf.,1/2017
Liguria,Tribunale,Savona,Misure di Prevenzione,Revoca Conf.,16/2013
Liguria,Tribunale,Savona,Misure di Prevenzione,Revoca Conf. parziale,3/2012
Liguria,Tribunale,Savona,Misure di Prevenzione,Rinvio,7/2012
Lombardia,Procura della Repubblica,Bergamo,Procedimento Penale,Confisca def.,1/2003
Lombardia,Procura della Repubblica,Bergamo,Procedimento Penale,Confisca def.,1881/2013
Lombardia,Procura della Repubblica,Bergamo,Procedimento Penale,Confisca def.,6391/2015
Lombardia,Tribunale,Bergamo,Misure di Prevenzione,Confisca I,13/2016
Lombardia,Tribunale,Bergamo,Misure di Prevenzione,Confisca I,14/2016
Lombardia,Tribunale,Bergamo,Misure di Prevenzione,Confisca II,11/2016
Lombardia,Tribunale,Bergamo,Misure di Prevenzione,Confisca def.,1/2015
Lombardia,Corte di Appello,Brescia,Procedimento Penale,Confisca def.,1/2000
Lombardia,Corte di Appello,Brescia,Procedimento Penale,Confisca def.,1/2001
Lombardia,Corte di Appello,Brescia,Procedimento Penale,Confisca def.,1/2002
Lombardia,Corte di Appello,Brescia,Procedimento Penale,Confisca def.,1/2003
Lombardia,Corte di Appello,Brescia,Procedimento Penale,Confisca def.,1/2005
